"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Limothrips_cerealium",54,34.2401734814871,132.182949521192,13.8180879484388,1,-7.08801220582555,0.001,999
"Lobesia_botrana",70,88.0888076179143,121.767469856331,10.8104925085915,1,-3.11536798269378,0.001,999
"Longidorus_africanus",99,64.3363646666697,107.809102807162,8.74307780125184,1,-4.97224651646908,0.001,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",121,48.4268283014667,100.234569312248,7.49905098874038,1,-6.90857297657657,0.001,999
"Longidorus_euonymus",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_magnus",86,23.9182837790698,113.243956078787,9.82757117057252,1,-9.08929284248707,0.001,999
"Lopholeucaspis_japonica",650,27.2235991471757,53.553811451598,2.03615566794598,1,-12.9313356139335,0.001,999
"Lycorma_delicatula",9,112.097793555556,211.999290141781,36.4371921368057,2,-2.74174519845379,0.002,999
"Maconellicoccus_hirsutus",961,25.7642024507741,46.6851219588942,1.55832417471492,1,-13.4252678919952,0.001,999
"Macrophoma_viticola",43,58.2426969534884,142.384102585752,16.3038590063031,1,-5.16082760527644,0.001,999
"Macrosiphum_euphorbiae",116,36.1678151810345,101.857564069115,7.77212903207614,1,-8.45196324160015,0.001,999
"Mamestra_brassicae",114,38.2569763157921,102.449212663783,7.76351024214518,1,-8.26845516342798,0.001,999
"Margarodes_vitis",6,6.37828299999999,225.722233415027,45.8378942614723,1,-4.78521000907737,0.001,999
"Melanaspis_arnaldoi",35,62.8493994285714,153.419002713901,18.4945275797222,1,-4.89710282649403,0.001,999
"Meloidodera_sp.",295,20.7841768067797,71.8949389830296,3.73910990239691,1,-13.6692323869609,0.001,999
"Meloidogyne_arenaria",1105,32.7744210765879,44.4675159327211,1.3095179221152,1,-8.92931258034713,0.001,999
"Meloidogyne_chitwoodi",271,25.8580539077469,74.1375650693918,4.04934707888164,1,-11.9227890870197,0.001,999
"Meloidogyne_hapla",1337,27.5347130365381,41.6915226731297,1.16284853714326,1,-12.174250716581,0.001,999
"Meloidogyne_hispanica",21,48.1425617619047,175.873560081681,25.7325730348239,1,-4.96378648753538,0.001,999
"Meloidogyne_incognita",1909,24.8229144040246,36.9448725018658,0.857809207246768,1,-14.1312986564319,0.001,999
"Meloidogyne_javanica",1758,28.3750249860147,38.0348984300827,0.959019014715284,1,-10.0726610169828,0.001,999
"Meloidogyne_sp.",3566,24.0994651938574,30.2947449480248,0.489736435287272,1,-12.6502324674564,0.001,999
"Meloidogyne_thamesi",60,17.0643401666667,128.040802603214,12.335995850384,1,-8.99614946231462,0.001,999
"Melolontha_melolontha",89,18.8992796404494,112.047904710627,9.51136249086139,1,-9.79340501002622,0.001,999
"Merlinius_nanus",2,237.157208,274.73383287487,116.833506314486,256.5,-0.321625414320132,0.2565,999
"Merophyas_divulsana",1,NA,NA,NA,NA,NA,NA,999
"Mesocriconema_rusticum",33,43.1548207272728,154.64187117548,18.6477859646561,1,-5.9785676787321,0.001,999
"Metcalfa_pruinosa",163,36.4097656564418,89.6365990286484,5.80175467401846,1,-9.17426474624447,0.001,999
"Monilinia_fructigena",278,40.4686339460432,73.4246982794583,3.80285990955158,1,-8.66612631473484,0.001,999
"Mucor_circinelloides",44,85.89756375,141.504567170867,16.666666200423,1,-3.33642029858714,0.001,999
"Murgantia_histrionica",64,53.8936124843657,125.505807383754,12.1832795914625,1,-5.8779078623108,0.001,999
"Mycosphaerella_angulata",36,63.2330879166611,150.845761209623,17.7723142515279,1,-4.92972789322754,0.001,999
"Naupactus_xanthographus",38,16.8750377631579,148.578292172263,17.0191536813293,1,-7.73853135562133,0.001,999
"Neocosmospora_solani",598,45.7891265501953,55.2876145864927,2.12956541987082,1,-4.46029408050473,0.001,999
"Neofusicoccum_australe",45,28.1257525111111,141.017110704818,15.9703731364171,1,-7.06879903364821,0.001,999
"Neofusicoccum_mediterraneum",2,237.157208,273.925476409395,121.555616462629,240.5,-0.302481032792913,0.2405,999
"Neofusicoccum_parvum",152,42.1086087763145,92.1682080842219,6.1234779893597,1,-8.17502723042234,0.001,999
"Neopulvinaria_innumerabilis",359,33.4687253147633,66.6172703060902,3.28778235231826,1,-10.0823416635087,0.001,999
"Neoselenaspidus_silvaticus",178,22.7879479142888,86.9026896656481,5.78807022630559,1,-11.0770497323911,0.001,999
"Nipaecoccus_viridis",741,25.3051253039974,51.1285432330739,1.86174280670775,1,-13.8705614094687,0.001,999
"Noctua_pronuba",106,20.4931681132104,105.345876166266,8.51579498542403,1,-9.96415580674412,0.001,999
"Nysius_niger",2,271.5161290003,271.777644756743,112.542098007895,779,-0.00232371495708517,0.779,999
"Oceanaspidiotus_spinosus",254,60.6318137149606,75.8106354520885,4.23084481757357,1,-3.58765740451645,0.001,999
"Oligonychus_coffeae",75,28.5641842933334,118.872801184434,10.5223205279872,1,-8.5825761200582,0.001,999
"Orgyia_postica",109,65.0573045596037,104.037270102668,8.06488582610936,1,-4.83329415735439,0.001,999
"Otiorhynchus_ligustici",1,NA,NA,NA,NA,NA,NA,999
"Otiorhynchus_rugosostriatus",182,30.2435035824176,86.0006439709226,5.37165211379762,1,-10.3798867103265,0.001,999
"Otiorhynchus_sulcatus",324,30.767995893034,69.3798143269992,3.43550874020078,1,-11.2390395000738,0.001,999
"Panonychus_citri",33,38.8200662121212,156.37629440202,19.6690507471151,1,-5.97671080833123,0.001,999
"Panonychus_ulmi",55,15.7497722,133.191366503024,13.7561602464205,1,-8.53738195828181,0.001,999
"Pantoea_agglomerans",49,29.989748612245,137.321620201638,14.9646031007298,1,-7.17238344825585,0.001,999
"Paracoccus_marginatus",334,37.7903118001417,68.4250553301657,3.4840378901019,1,-8.79288472064467,0.001,999
"Paradiaspis_lizeriana",29,24.1555144482759,160.450941008212,20.2859862926161,1,-6.71869854361219,0.001,999
"Paralongidorus_maximus",78,108.796183499987,117.386234965619,10.2017720920378,198,-0.842015621220999,0.198,999
"Paraputo_leveri",5,94.7655484,227.687359148378,49.3505885985213,2,-2.69341895452816,0.002,999
